Country,Date,Mobility_Type,Percent_Change,Change
Austria,2020-09-23,Grocery & pharmacy,-7,-7.857142857142857
Austria,2020-09-24,Grocery & pharmacy,-10,-8.142857142857142
Austria,2020-09-25,Grocery & pharmacy,-10,-8.428571428571429
Austria,2020-09-26,Grocery & pharmacy,-12,-8.142857142857142
Austria,2020-09-27,Grocery & pharmacy,-15,-10
Austria,2020-09-28,Grocery & pharmacy,-10,-10.285714285714286
Austria,2020-09-29,Grocery & pharmacy,-7,-10.142857142857142
Austria,2020-09-30,Grocery & pharmacy,-6,-10
Austria,2020-10-01,Grocery & pharmacy,-5,-9.285714285714286
Austria,2020-10-02,Grocery & pharmacy,-5,-8.571428571428571
Austria,2020-10-03,Grocery & pharmacy,-10,-8.285714285714286
Austria,2020-10-04,Grocery & pharmacy,-12,-7.857142857142857
Austria,2020-10-05,Grocery & pharmacy,-8,-7.571428571428571
Austria,2020-10-06,Grocery & pharmacy,-7,-7.571428571428571
Austria,2020-10-07,Grocery & pharmacy,-6,-7.571428571428571
Austria,2020-10-08,Grocery & pharmacy,-8,-8
Austria,2020-10-09,Grocery & pharmacy,-9,-8.571428571428571
Austria,2020-10-10,Grocery & pharmacy,-12,-8.857142857142858
Austria,2020-10-11,Grocery & pharmacy,-30,-11.428571428571429
Austria,2020-10-12,Grocery & pharmacy,-8,-11.428571428571429
Austria,2020-10-13,Grocery & pharmacy,-10,-11.857142857142858
Austria,2020-10-14,Grocery & pharmacy,-9,-12.285714285714286
Austria,2020-10-15,Grocery & pharmacy,-7,-12.142857142857142
Austria,2020-10-16,Grocery & pharmacy,-10,-12.285714285714286
Austria,2020-10-17,Grocery & pharmacy,-14,-12.571428571428571
Austria,2020-10-18,Grocery & pharmacy,-23,-11.571428571428571
Austria,2020-10-19,Grocery & pharmacy,-13,-12.285714285714286
Austria,2020-10-20,Grocery & pharmacy,-11,-12.428571428571429
Austria,2020-10-21,Grocery & pharmacy,-12,-12.857142857142858
Austria,2020-10-22,Grocery & pharmacy,-9,-13.142857142857142
Austria,2020-10-23,Grocery & pharmacy,-6,-12.571428571428571
Austria,2020-10-24,Grocery & pharmacy,-8,-11.714285714285714
Austria,2020-10-25,Grocery & pharmacy,-14,-10.428571428571429
Austria,2020-10-26,Grocery & pharmacy,-87,-21
Austria,2020-10-27,Grocery & pharmacy,4,-18.857142857142858
Austria,2020-10-28,Grocery & pharmacy,-8,-18.285714285714285
Austria,2020-10-29,Grocery & pharmacy,-10,-18.428571428571427
Austria,2020-10-30,Grocery & pharmacy,-5,-18.285714285714285
Austria,2020-10-31,Grocery & pharmacy,-10,-18.571428571428573
Austria,2020-11-01,Grocery & pharmacy,-26,-20.285714285714285
Austria,2020-11-02,Grocery & pharmacy,-14,-9.857142857142858
Austria,2020-11-03,Grocery & pharmacy,-16,-12.714285714285714
Austria,2020-11-04,Grocery & pharmacy,-12,-13.285714285714286
Austria,2020-11-05,Grocery & pharmacy,-10,-13.285714285714286
Austria,2020-11-06,Grocery & pharmacy,-8,-13.714285714285714
Austria,2020-11-07,Grocery & pharmacy,-12,-14
Austria,2020-11-08,Grocery & pharmacy,-36,-15.428571428571429
Austria,2020-11-09,Grocery & pharmacy,-14,-15.428571428571429
Austria,2020-11-10,Grocery & pharmacy,-11,-14.714285714285714
Austria,2020-11-11,Grocery & pharmacy,-12,-14.714285714285714
Austria,2020-11-12,Grocery & pharmacy,-11,-14.857142857142858
Austria,2020-11-13,Grocery & pharmacy,-6,-14.571428571428571
Austria,2020-11-14,Grocery & pharmacy,-7,-13.857142857142858
Austria,2020-11-15,Grocery & pharmacy,-38,-14.142857142857142
Austria,2020-11-16,Grocery & pharmacy,-2,-12.428571428571429
Austria,2020-11-17,Grocery & pharmacy,-27,-14.714285714285714
Austria,2020-11-18,Grocery & pharmacy,-21,-16
Austria,2020-11-19,Grocery & pharmacy,-21,-17.428571428571427
Austria,2020-11-20,Grocery & pharmacy,-18,-19.142857142857142
Austria,2020-11-21,Grocery & pharmacy,-21,-21.142857142857142
Austria,2020-11-22,Grocery & pharmacy,-45,-22.142857142857142
Austria,2020-11-23,Grocery & pharmacy,-21,-24.857142857142858
Austria,2020-11-24,Grocery & pharmacy,-19,-23.714285714285715
Austria,2020-11-25,Grocery & pharmacy,-18,-23.285714285714285
Austria,2020-11-26,Grocery & pharmacy,-18,-22.857142857142858
Austria,2020-11-27,Grocery & pharmacy,-13,-22.142857142857142
Austria,2020-11-28,Grocery & pharmacy,-17,-21.571428571428573
Austria,2020-11-29,Grocery & pharmacy,-44,-21.428571428571427
Austria,2020-11-30,Grocery & pharmacy,-15,-20.571428571428573
Austria,2020-12-01,Grocery & pharmacy,-12,-19.571428571428573
Austria,2020-12-02,Grocery & pharmacy,-14,-19
Austria,2020-12-03,Grocery & pharmacy,-15,-18.571428571428573
Austria,2020-12-04,Grocery & pharmacy,-7,-17.714285714285715
Belgium,2020-02-15,Grocery & pharmacy,2,-15
Belgium,2020-02-16,Grocery & pharmacy,-3,-9.142857142857142
Belgium,2020-02-17,Grocery & pharmacy,2,-6.714285714285714
Belgium,2020-02-18,Grocery & pharmacy,3,-4.571428571428571
Belgium,2020-02-19,Grocery & pharmacy,1,-2.4285714285714284
Belgium,2020-02-20,Grocery & pharmacy,-1,-0.42857142857142855
Belgium,2020-02-21,Grocery & pharmacy,3,1
Belgium,2020-02-22,Grocery & pharmacy,0,0.7142857142857143
Belgium,2020-02-23,Grocery & pharmacy,-7,0.14285714285714285
Belgium,2020-02-24,Grocery & pharmacy,0,-0.14285714285714285
Belgium,2020-02-25,Grocery & pharmacy,2,-0.2857142857142857
Belgium,2020-02-26,Grocery & pharmacy,-5,-1.1428571428571428
Belgium,2020-02-27,Grocery & pharmacy,-2,-1.2857142857142858
Belgium,2020-02-28,Grocery & pharmacy,3,-1.2857142857142858
Belgium,2020-02-29,Grocery & pharmacy,2,-1
Belgium,2020-03-01,Grocery & pharmacy,6,0.8571428571428571
Belgium,2020-03-02,Grocery & pharmacy,7,1.8571428571428572
Belgium,2020-03-03,Grocery & pharmacy,6,2.4285714285714284
Belgium,2020-03-04,Grocery & pharmacy,4,3.7142857142857144
Belgium,2020-03-05,Grocery & pharmacy,1,4.142857142857143
Belgium,2020-03-06,Grocery & pharmacy,5,4.428571428571429
Belgium,2020-03-07,Grocery & pharmacy,3,4.571428571428571
Belgium,2020-03-08,Grocery & pharmacy,1,3.857142857142857
Belgium,2020-03-09,Grocery & pharmacy,4,3.4285714285714284
Belgium,2020-03-10,Grocery & pharmacy,4,3.142857142857143
Belgium,2020-03-11,Grocery & pharmacy,4,3.142857142857143
Belgium,2020-03-12,Grocery & pharmacy,23,6.285714285714286
Belgium,2020-03-13,Grocery & pharmacy,40,11.285714285714286
Belgium,2020-03-14,Grocery & pharmacy,-8,9.714285714285714
Belgium,2020-03-15,Grocery & pharmacy,-18,7
Belgium,2020-03-16,Grocery & pharmacy,16,8.714285714285714
Belgium,2020-03-17,Grocery & pharmacy,30,12.428571428571429
Belgium,2020-03-18,Grocery & pharmacy,-12,10.142857142857142
Belgium,2020-03-19,Grocery & pharmacy,-23,3.5714285714285716
Belgium,2020-03-20,Grocery & pharmacy,-22,-5.285714285714286
Belgium,2020-03-21,Grocery & pharmacy,-39,-9.714285714285714
Belgium,2020-03-22,Grocery & pharmacy,-45,-13.571428571428571
Belgium,2020-03-23,Grocery & pharmacy,-25,-19.428571428571427
Belgium,2020-03-24,Grocery & pharmacy,-21,-26.714285714285715
Belgium,2020-03-25,Grocery & pharmacy,-29,-29.142857142857142
Belgium,2020-03-26,Grocery & pharmacy,-25,-29.428571428571427
Belgium,2020-03-27,Grocery & pharmacy,-21,-29.285714285714285
Belgium,2020-03-28,Grocery & pharmacy,-36,-28.857142857142858
Belgium,2020-03-29,Grocery & pharmacy,-53,-30
Belgium,2020-03-30,Grocery & pharmacy,-30,-30.714285714285715
Belgium,2020-03-31,Grocery & pharmacy,-25,-31.285714285714285
Belgium,2020-04-01,Grocery & pharmacy,-31,-31.571428571428573
Belgium,2020-04-02,Grocery & pharmacy,-27,-31.857142857142858
Belgium,2020-04-03,Grocery & pharmacy,-21,-31.857142857142858
Belgium,2020-04-04,Grocery & pharmacy,-32,-31.285714285714285
Belgium,2020-04-05,Grocery & pharmacy,-36,-28.857142857142858
Belgium,2020-04-06,Grocery & pharmacy,-27,-28.428571428571427
Belgium,2020-04-07,Grocery & pharmacy,-19,-27.571428571428573
Belgium,2020-04-08,Grocery & pharmacy,-25,-26.714285714285715
Belgium,2020-04-09,Grocery & pharmacy,-18,-25.428571428571427
Belgium,2020-04-10,Grocery & pharmacy,-14,-24.428571428571427
Belgium,2020-04-11,Grocery & pharmacy,-25,-23.428571428571427
Belgium,2020-04-12,Grocery & pharmacy,-40,-24
Belgium,2020-04-13,Grocery & pharmacy,-76,-31
Belgium,2020-04-14,Grocery & pharmacy,-11,-29.857142857142858
Belgium,2020-04-15,Grocery & pharmacy,-24,-29.714285714285715
Belgium,2020-04-16,Grocery & pharmacy,-20,-30
Belgium,2020-04-17,Grocery & pharmacy,-19,-30.714285714285715
Belgium,2020-04-18,Grocery & pharmacy,-35,-32.142857142857146
Belgium,2020-04-19,Grocery & pharmacy,-43,-32.57142857142857
Belgium,2020-04-20,Grocery & pharmacy,-28,-25.714285714285715
Belgium,2020-04-21,Grocery & pharmacy,-22,-27.285714285714285
Belgium,2020-04-22,Grocery & pharmacy,-25,-27.428571428571427
Belgium,2020-04-23,Grocery & pharmacy,-19,-27.285714285714285
Belgium,2020-04-24,Grocery & pharmacy,-19,-27.285714285714285
Belgium,2020-04-25,Grocery & pharmacy,-28,-26.285714285714285
Belgium,2020-04-26,Grocery & pharmacy,-33,-24.857142857142858
Belgium,2020-04-27,Grocery & pharmacy,-26,-24.571428571428573
Belgium,2020-04-28,Grocery & pharmacy,-23,-24.714285714285715
Belgium,2020-04-29,Grocery & pharmacy,-21,-24.142857142857142
Belgium,2020-04-30,Grocery & pharmacy,-1,-21.571428571428573
Belgium,2020-05-01,Grocery & pharmacy,-69,-28.714285714285715
Belgium,2020-05-02,Grocery & pharmacy,-19,-27.428571428571427
Belgium,2020-05-03,Grocery & pharmacy,-36,-27.857142857142858
Belgium,2020-05-04,Grocery & pharmacy,-19,-26.857142857142858
Belgium,2020-05-05,Grocery & pharmacy,-16,-25.857142857142858
Belgium,2020-05-06,Grocery & pharmacy,-19,-25.571428571428573
Belgium,2020-05-07,Grocery & pharmacy,-13,-27.285714285714285
Belgium,2020-05-08,Grocery & pharmacy,-12,-19.142857142857142
Belgium,2020-05-09,Grocery & pharmacy,-18,-19
Belgium,2020-05-10,Grocery & pharmacy,-25,-17.428571428571427
Belgium,2020-05-11,Grocery & pharmacy,-18,-17.285714285714285
Belgium,2020-05-12,Grocery & pharmacy,-11,-16.571428571428573
Belgium,2020-05-13,Grocery & pharmacy,-15,-16
Belgium,2020-05-14,Grocery & pharmacy,-8,-15.285714285714286
Belgium,2020-05-15,Grocery & pharmacy,-7,-14.571428571428571
Belgium,2020-05-16,Grocery & pharmacy,-14,-14
Belgium,2020-05-17,Grocery & pharmacy,-14,-12.428571428571429
Belgium,2020-05-18,Grocery & pharmacy,-9,-11.142857142857142
Belgium,2020-05-19,Grocery & pharmacy,-1,-9.714285714285714
Belgium,2020-05-20,Grocery & pharmacy,11,-6
Belgium,2020-05-21,Grocery & pharmacy,-52,-12.285714285714286
Belgium,2020-05-22,Grocery & pharmacy,5,-10.571428571428571
Belgium,2020-05-23,Grocery & pharmacy,-13,-10.428571428571429
Belgium,2020-05-24,Grocery & pharmacy,-19,-11.142857142857142
Belgium,2020-05-25,Grocery & pharmacy,-9,-11.142857142857142
Belgium,2020-05-26,Grocery & pharmacy,-4,-11.571428571428571
Belgium,2020-05-27,Grocery & pharmacy,-7,-14.142857142857142
Belgium,2020-05-28,Grocery & pharmacy,1,-6.571428571428571
Belgium,2020-05-29,Grocery & pharmacy,3,-6.857142857142857
Belgium,2020-05-30,Grocery & pharmacy,-1,-5.142857142857143
Belgium,2020-05-31,Grocery & pharmacy,4,-1.8571428571428572
Belgium,2020-06-01,Grocery & pharmacy,-55,-8.428571428571429
Belgium,2020-06-02,Grocery & pharmacy,14,-5.857142857142857
Belgium,2020-06-03,Grocery & pharmacy,-2,-5.142857142857143
Belgium,2020-06-04,Grocery & pharmacy,-2,-5.571428571428571
Belgium,2020-06-05,Grocery & pharmacy,-5,-6.714285714285714
Belgium,2020-06-06,Grocery & pharmacy,-6,-7.428571428571429
Belgium,2020-06-07,Grocery & pharmacy,-9,-9.285714285714286
Belgium,2020-06-08,Grocery & pharmacy,-11,-3
Belgium,2020-06-09,Grocery & pharmacy,-5,-5.714285714285714
Belgium,2020-06-10,Grocery & pharmacy,-9,-6.714285714285714
Belgium,2020-06-11,Grocery & pharmacy,-3,-6.857142857142857
Belgium,2020-06-12,Grocery & pharmacy,-3,-6.571428571428571
Belgium,2020-06-13,Grocery & pharmacy,-6,-6.571428571428571
Belgium,2020-06-14,Grocery & pharmacy,-4,-5.857142857142857
Belgium,2020-06-15,Grocery & pharmacy,-7,-5.285714285714286
Belgium,2020-06-16,Grocery & pharmacy,0,-4.571428571428571
Belgium,2020-06-17,Grocery & pharmacy,-9,-4.571428571428571
Belgium,2020-06-18,Grocery & pharmacy,-2,-4.428571428571429
Belgium,2020-06-19,Grocery & pharmacy,-2,-4.285714285714286
Belgium,2020-06-20,Grocery & pharmacy,-9,-4.714285714285714
Belgium,2020-06-21,Grocery & pharmacy,-5,-4.857142857142857
Belgium,2020-06-22,Grocery & pharmacy,-4,-4.428571428571429
Belgium,2020-06-23,Grocery & pharmacy,4,-3.857142857142857
Belgium,2020-06-24,Grocery & pharmacy,-1,-2.7142857142857144
Belgium,2020-06-25,Grocery & pharmacy,3,-2
Belgium,2020-06-26,Grocery & pharmacy,-1,-1.8571428571428572
Belgium,2020-06-27,Grocery & pharmacy,-7,-1.5714285714285714
Belgium,2020-06-28,Grocery & pharmacy,-4,-1.4285714285714286
Belgium,2020-06-29,Grocery & pharmacy,-1,-1
Belgium,2020-06-30,Grocery & pharmacy,0,-1.5714285714285714
Belgium,2020-07-01,Grocery & pharmacy,-6,-2.2857142857142856
Belgium,2020-07-02,Grocery & pharmacy,-1,-2.857142857142857
Belgium,2020-07-03,Grocery & pharmacy,-3,-3.142857142857143
Belgium,2020-07-04,Grocery & pharmacy,-10,-3.5714285714285716
Belgium,2020-07-05,Grocery & pharmacy,-6,-3.857142857142857
Belgium,2020-07-06,Grocery & pharmacy,-4,-4.285714285714286
Belgium,2020-07-07,Grocery & pharmacy,-1,-4.428571428571429
Belgium,2020-07-08,Grocery & pharmacy,-10,-5
Belgium,2020-07-09,Grocery & pharmacy,-4,-5.428571428571429
Belgium,2020-07-10,Grocery & pharmacy,-4,-5.571428571428571
Belgium,2020-07-11,Grocery & pharmacy,-14,-6.142857142857143
Belgium,2020-07-12,Grocery & pharmacy,-3,-5.714285714285714
Belgium,2020-07-13,Grocery & pharmacy,-5,-5.857142857142857
Belgium,2020-07-14,Grocery & pharmacy,-4,-6.285714285714286
Belgium,2020-07-15,Grocery & pharmacy,-10,-6.285714285714286
Belgium,2020-07-16,Grocery & pharmacy,-5,-6.428571428571429
Belgium,2020-07-17,Grocery & pharmacy,-7,-6.857142857142857
Belgium,2020-07-18,Grocery & pharmacy,-16,-7.142857142857143
Belgium,2020-07-19,Grocery & pharmacy,-5,-7.428571428571429
Belgium,2020-07-20,Grocery & pharmacy,8,-5.571428571428571
Belgium,2020-07-21,Grocery & pharmacy,-56,-13
Belgium,2020-07-22,Grocery & pharmacy,-2,-11.857142857142858
Belgium,2020-07-23,Grocery & pharmacy,-4,-11.714285714285714
Belgium,2020-07-24,Grocery & pharmacy,-6,-11.571428571428571
Belgium,2020-07-25,Grocery & pharmacy,-16,-11.571428571428571
Belgium,2020-07-26,Grocery & pharmacy,-11,-12.428571428571429
Belgium,2020-07-27,Grocery & pharmacy,-6,-14.428571428571429
Belgium,2020-07-28,Grocery & pharmacy,-5,-7.142857142857143
Belgium,2020-07-29,Grocery & pharmacy,-12,-8.571428571428571
Belgium,2020-07-30,Grocery & pharmacy,-3,-8.428571428571429
Belgium,2020-07-31,Grocery & pharmacy,-10,-9
Belgium,2020-08-01,Grocery & pharmacy,-17,-9.142857142857142
Belgium,2020-08-02,Grocery & pharmacy,-8,-8.714285714285714
Belgium,2020-08-03,Grocery & pharmacy,-6,-8.714285714285714
Belgium,2020-08-04,Grocery & pharmacy,-2,-8.285714285714286
Belgium,2020-08-05,Grocery & pharmacy,-8,-7.714285714285714
Belgium,2020-08-06,Grocery & pharmacy,-3,-7.714285714285714
Belgium,2020-08-07,Grocery & pharmacy,-7,-7.285714285714286
Belgium,2020-08-08,Grocery & pharmacy,-17,-7.285714285714286
Belgium,2020-08-09,Grocery & pharmacy,-7,-7.142857142857143
Belgium,2020-08-10,Grocery & pharmacy,-5,-7
Belgium,2020-08-11,Grocery & pharmacy,-5,-7.428571428571429
Belgium,2020-08-12,Grocery & pharmacy,-12,-8
Belgium,2020-08-13,Grocery & pharmacy,-6,-8.428571428571429
Belgium,2020-08-14,Grocery & pharmacy,3,-7
Belgium,2020-08-15,Grocery & pharmacy,-57,-12.714285714285714
Belgium,2020-08-16,Grocery & pharmacy,2,-11.428571428571429
Belgium,2020-08-17,Grocery & pharmacy,3,-10.285714285714286
Belgium,2020-08-18,Grocery & pharmacy,-4,-10.142857142857142
Belgium,2020-08-19,Grocery & pharmacy,-12,-10.142857142857142
Belgium,2020-08-20,Grocery & pharmacy,-9,-10.571428571428571
Belgium,2020-08-21,Grocery & pharmacy,-10,-12.428571428571429
Belgium,2020-08-22,Grocery & pharmacy,-16,-6.571428571428571
Belgium,2020-08-23,Grocery & pharmacy,-10,-8.285714285714286
Belgium,2020-08-24,Grocery & pharmacy,-6,-9.571428571428571
Belgium,2020-08-25,Grocery & pharmacy,-5,-9.714285714285714
Belgium,2020-08-26,Grocery & pharmacy,-11,-9.571428571428571
Belgium,2020-08-27,Grocery & pharmacy,-6,-9.142857142857142
Belgium,2020-08-28,Grocery & pharmacy,-5,-8.428571428571429
Belgium,2020-08-29,Grocery & pharmacy,-11,-7.714285714285714
Belgium,2020-08-30,Grocery & pharmacy,-11,-7.857142857142857
Belgium,2020-08-31,Grocery & pharmacy,2,-6.714285714285714
Belgium,2020-09-01,Grocery & pharmacy,2,-5.714285714285714
Belgium,2020-09-02,Grocery & pharmacy,-4,-4.714285714285714
Belgium,2020-09-03,Grocery & pharmacy,-4,-4.428571428571429
Belgium,2020-09-04,Grocery & pharmacy,-4,-4.285714285714286
Belgium,2020-09-05,Grocery & pharmacy,-9,-4
Belgium,2020-09-06,Grocery & pharmacy,-3,-2.857142857142857
Belgium,2020-09-07,Grocery & pharmacy,-3,-3.5714285714285716
Belgium,2020-09-08,Grocery & pharmacy,-2,-4.142857142857143
Belgium,2020-09-09,Grocery & pharmacy,-5,-4.285714285714286
Belgium,2020-09-10,Grocery & pharmacy,-4,-4.285714285714286
Belgium,2020-09-11,Grocery & pharmacy,-4,-4.285714285714286
Belgium,2020-09-12,Grocery & pharmacy,-8,-4.142857142857143
Belgium,2020-09-13,Grocery & pharmacy,-2,-4
Belgium,2020-09-14,Grocery & pharmacy,-4,-4.142857142857143
Belgium,2020-09-15,Grocery & pharmacy,-3,-4.285714285714286
Belgium,2020-09-16,Grocery & pharmacy,-7,-4.571428571428571
Belgium,2020-09-17,Grocery & pharmacy,-6,-4.857142857142857
Belgium,2020-09-18,Grocery & pharmacy,-5,-5
Belgium,2020-09-19,Grocery & pharmacy,-10,-5.285714285714286
Belgium,2020-09-20,Grocery & pharmacy,-4,-5.571428571428571
Belgium,2020-09-21,Grocery & pharmacy,-5,-5.714285714285714
Belgium,2020-09-22,Grocery & pharmacy,-4,-5.857142857142857
Belgium,2020-09-23,Grocery & pharmacy,-5,-5.571428571428571
Belgium,2020-09-24,Grocery & pharmacy,-5,-5.428571428571429
Belgium,2020-09-25,Grocery & pharmacy,-6,-5.571428571428571
Belgium,2020-09-26,Grocery & pharmacy,-9,-5.428571428571429
Belgium,2020-09-27,Grocery & pharmacy,-13,-6.714285714285714
Belgium,2020-09-28,Grocery & pharmacy,-9,-7.285714285714286
Belgium,2020-09-29,Grocery & pharmacy,-1,-6.857142857142857
Belgium,2020-09-30,Grocery & pharmacy,-3,-6.571428571428571
Belgium,2020-10-01,Grocery & pharmacy,-2,-6.142857142857143
Belgium,2020-10-02,Grocery & pharmacy,-1,-5.428571428571429
Belgium,2020-10-03,Grocery & pharmacy,-3,-4.571428571428571
Belgium,2020-10-04,Grocery & pharmacy,-11,-4.285714285714286
Belgium,2020-10-05,Grocery & pharmacy,-4,-3.5714285714285716
Belgium,2020-10-06,Grocery & pharmacy,-2,-3.7142857142857144
Belgium,2020-10-07,Grocery & pharmacy,-3,-3.7142857142857144
Belgium,2020-10-08,Grocery & pharmacy,-4,-4
Belgium,2020-10-09,Grocery & pharmacy,-2,-4.142857142857143
Belgium,2020-10-10,Grocery & pharmacy,-7,-4.714285714285714
Belgium,2020-10-11,Grocery & pharmacy,-11,-4.714285714285714
Belgium,2020-10-12,Grocery & pharmacy,-3,-4.571428571428571
Belgium,2020-10-13,Grocery & pharmacy,-3,-4.714285714285714
Belgium,2020-10-14,Grocery & pharmacy,-5,-5
Belgium,2020-10-15,Grocery & pharmacy,-3,-4.857142857142857
Belgium,2020-10-16,Grocery & pharmacy,-1,-4.714285714285714
Belgium,2020-10-17,Grocery & pharmacy,-5,-4.428571428571429
Belgium,2020-10-18,Grocery & pharmacy,-12,-4.571428571428571
Belgium,2020-10-19,Grocery & pharmacy,-4,-4.714285714285714
Belgium,2020-10-20,Grocery & pharmacy,-3,-4.714285714285714
Belgium,2020-10-21,Grocery & pharmacy,-4,-4.571428571428571
Belgium,2020-10-22,Grocery & pharmacy,-1,-4.285714285714286
Belgium,2020-10-23,Grocery & pharmacy,2,-3.857142857142857
Belgium,2020-10-24,Grocery & pharmacy,-5,-3.857142857142857
Belgium,2020-10-25,Grocery & pharmacy,-10,-3.5714285714285716
Belgium,2020-10-26,Grocery & pharmacy,-5,-3.7142857142857144
