Country,Date,Mobility_Type,Percent_Change,Change
Slovakia,2020-05-08,Retail & recreation,-75,-57.142857142857146
Slovakia,2020-05-09,Retail & recreation,-38,-54.142857142857146
Slovakia,2020-05-10,Retail & recreation,-61,-51.714285714285715
Slovakia,2020-05-11,Retail & recreation,-35,-49.57142857142857
Slovakia,2020-05-12,Retail & recreation,-43,-47.857142857142854
Slovakia,2020-05-13,Retail & recreation,-47,-47.714285714285715
Slovakia,2020-05-14,Retail & recreation,-41,-48.57142857142857
Slovakia,2020-05-15,Retail & recreation,-49,-44.857142857142854
Slovakia,2020-05-16,Retail & recreation,-39,-45
Slovakia,2020-05-17,Retail & recreation,-55,-44.142857142857146
Slovakia,2020-05-18,Retail & recreation,-27,-43
Slovakia,2020-05-19,Retail & recreation,-32,-41.42857142857143
Slovakia,2020-05-20,Retail & recreation,-24,-38.142857142857146
Slovakia,2020-05-21,Retail & recreation,-22,-35.42857142857143
Slovakia,2020-05-22,Retail & recreation,-27,-32.285714285714285
Slovakia,2020-05-23,Retail & recreation,-34,-31.571428571428573
Slovakia,2020-05-24,Retail & recreation,-61,-32.42857142857143
Slovakia,2020-05-25,Retail & recreation,-24,-32
Slovakia,2020-05-26,Retail & recreation,-28,-31.428571428571427
Slovakia,2020-05-27,Retail & recreation,-24,-31.428571428571427
Slovakia,2020-05-28,Retail & recreation,-26,-32
Slovakia,2020-05-29,Retail & recreation,-27,-32
Slovakia,2020-05-30,Retail & recreation,-29,-31.285714285714285
Slovakia,2020-05-31,Retail & recreation,-72,-32.857142857142854
Slovakia,2020-06-01,Retail & recreation,-10,-30.857142857142858
Slovakia,2020-06-02,Retail & recreation,-21,-29.857142857142858
Slovakia,2020-06-03,Retail & recreation,-19,-29.142857142857142
Slovakia,2020-06-04,Retail & recreation,-19,-28.142857142857142
Slovakia,2020-06-05,Retail & recreation,-23,-27.571428571428573
Slovakia,2020-06-06,Retail & recreation,-16,-25.714285714285715
Slovakia,2020-06-07,Retail & recreation,-41,-21.285714285714285
Slovakia,2020-06-08,Retail & recreation,-11,-21.428571428571427
Slovakia,2020-06-09,Retail & recreation,-15,-20.571428571428573
Slovakia,2020-06-10,Retail & recreation,-15,-20
Slovakia,2020-06-11,Retail & recreation,-6,-18.142857142857142
Slovakia,2020-06-12,Retail & recreation,-10,-16.285714285714285
Slovakia,2020-06-13,Retail & recreation,-11,-15.571428571428571
Slovakia,2020-06-14,Retail & recreation,-39,-15.285714285714286
Slovakia,2020-06-15,Retail & recreation,-1,-13.857142857142858
Slovakia,2020-06-16,Retail & recreation,-6,-12.571428571428571
Slovakia,2020-06-17,Retail & recreation,-6,-11.285714285714286
Slovakia,2020-06-18,Retail & recreation,-8,-11.571428571428571
Slovakia,2020-06-19,Retail & recreation,-11,-11.714285714285714
Slovakia,2020-06-20,Retail & recreation,-17,-12.571428571428571
Slovakia,2020-06-21,Retail & recreation,-20,-9.857142857142858
Slovakia,2020-06-22,Retail & recreation,-4,-10.285714285714286
Slovakia,2020-06-23,Retail & recreation,-2,-9.714285714285714
Slovakia,2020-06-24,Retail & recreation,-2,-9.142857142857142
Slovakia,2020-06-25,Retail & recreation,-2,-8.285714285714286
Slovakia,2020-06-26,Retail & recreation,-9,-8
Slovakia,2020-06-27,Retail & recreation,-12,-7.285714285714286
Slovakia,2020-06-28,Retail & recreation,-4,-5
Slovakia,2020-06-29,Retail & recreation,-1,-4.571428571428571
Slovakia,2020-06-30,Retail & recreation,11,-2.7142857142857144
Slovakia,2020-07-01,Retail & recreation,-2,-2.7142857142857144
Slovakia,2020-07-02,Retail & recreation,-2,-2.7142857142857144
Slovakia,2020-07-03,Retail & recreation,-8,-2.5714285714285716
Slovakia,2020-07-04,Retail & recreation,-5,-1.5714285714285714
Slovakia,2020-07-05,Retail & recreation,-20,-3.857142857142857
Slovakia,2020-07-06,Retail & recreation,4,-3.142857142857143
Slovakia,2020-07-07,Retail & recreation,3,-4.285714285714286
Slovakia,2020-07-08,Retail & recreation,1,-3.857142857142857
Slovakia,2020-07-09,Retail & recreation,1,-3.4285714285714284
Slovakia,2020-07-10,Retail & recreation,-6,-3.142857142857143
Slovakia,2020-07-11,Retail & recreation,-13,-4.285714285714286
Slovakia,2020-07-12,Retail & recreation,8,-0.2857142857142857
Slovakia,2020-07-13,Retail & recreation,5,-0.14285714285714285
Slovakia,2020-07-14,Retail & recreation,5,0.14285714285714285
Slovakia,2020-07-15,Retail & recreation,5,0.7142857142857143
Slovakia,2020-07-16,Retail & recreation,3,1
Slovakia,2020-07-17,Retail & recreation,-2,1.5714285714285714
Slovakia,2020-07-18,Retail & recreation,-6,2.5714285714285716
Slovakia,2020-07-19,Retail & recreation,6,2.2857142857142856
Slovakia,2020-07-20,Retail & recreation,8,2.7142857142857144
Slovakia,2020-07-21,Retail & recreation,4,2.5714285714285716
Slovakia,2020-07-22,Retail & recreation,4,2.4285714285714284
Slovakia,2020-07-23,Retail & recreation,3,2.4285714285714284
Slovakia,2020-07-24,Retail & recreation,-7,1.7142857142857142
Slovakia,2020-07-25,Retail & recreation,-5,1.8571428571428572
Slovakia,2020-07-26,Retail & recreation,7,2
Slovakia,2020-07-27,Retail & recreation,8,2
Slovakia,2020-07-28,Retail & recreation,1,1.5714285714285714
Slovakia,2020-07-29,Retail & recreation,4,1.5714285714285714
Slovakia,2020-07-30,Retail & recreation,3,1.5714285714285714
Slovakia,2020-07-31,Retail & recreation,-4,2
Slovakia,2020-08-01,Retail & recreation,-5,2
Slovakia,2020-08-02,Retail & recreation,9,2.2857142857142856
Slovakia,2020-08-03,Retail & recreation,4,1.7142857142857142
Slovakia,2020-08-04,Retail & recreation,4,2.142857142857143
Slovakia,2020-08-05,Retail & recreation,6,2.4285714285714284
Slovakia,2020-08-06,Retail & recreation,7,3
Slovakia,2020-08-07,Retail & recreation,-2,3.2857142857142856
Slovakia,2020-08-08,Retail & recreation,-2,3.7142857142857144
Slovakia,2020-08-09,Retail & recreation,12,4.142857142857143
Slovakia,2020-08-10,Retail & recreation,8,4.714285714285714
Slovakia,2020-08-11,Retail & recreation,8,5.285714285714286
Slovakia,2020-08-12,Retail & recreation,9,5.714285714285714
Slovakia,2020-08-13,Retail & recreation,8,5.857142857142857
Slovakia,2020-08-14,Retail & recreation,3,6.571428571428571
Slovakia,2020-08-15,Retail & recreation,7,7.857142857142857
Slovakia,2020-08-16,Retail & recreation,18,8.714285714285714
Slovakia,2020-08-17,Retail & recreation,8,8.714285714285714
Slovakia,2020-08-18,Retail & recreation,8,8.714285714285714
Slovakia,2020-08-19,Retail & recreation,7,8.428571428571429
Slovakia,2020-08-20,Retail & recreation,10,8.714285714285714
Slovakia,2020-08-21,Retail & recreation,1,8.428571428571429
Slovakia,2020-08-22,Retail & recreation,-1,7.285714285714286
Slovakia,2020-08-23,Retail & recreation,13,6.571428571428571
Slovakia,2020-08-24,Retail & recreation,9,6.714285714285714
Slovakia,2020-08-25,Retail & recreation,8,6.714285714285714
Slovakia,2020-08-26,Retail & recreation,7,6.714285714285714
Slovakia,2020-08-27,Retail & recreation,7,6.285714285714286
Slovakia,2020-08-28,Retail & recreation,3,6.571428571428571
Slovakia,2020-08-29,Retail & recreation,-30,2.4285714285714284
Slovakia,2020-08-30,Retail & recreation,20,3.4285714285714284
Slovakia,2020-08-31,Retail & recreation,18,4.714285714285714
Slovakia,2020-09-01,Retail & recreation,-60,-5
Slovakia,2020-09-02,Retail & recreation,13,-4.142857142857143
Slovakia,2020-09-03,Retail & recreation,5,-4.428571428571429
Slovakia,2020-09-04,Retail & recreation,2,-4.571428571428571
Slovakia,2020-09-05,Retail & recreation,-1,-0.42857142857142855
Slovakia,2020-09-06,Retail & recreation,1,-3.142857142857143
Slovakia,2020-09-07,Retail & recreation,5,-5
Slovakia,2020-09-08,Retail & recreation,6,4.428571428571429
Slovakia,2020-09-09,Retail & recreation,5,3.2857142857142856
Slovakia,2020-09-10,Retail & recreation,4,3.142857142857143
Slovakia,2020-09-11,Retail & recreation,4,3.4285714285714284
Slovakia,2020-09-12,Retail & recreation,1,3.7142857142857144
Slovakia,2020-09-13,Retail & recreation,13,5.428571428571429
Slovakia,2020-09-14,Retail & recreation,19,7.428571428571429
Slovakia,2020-09-15,Retail & recreation,-39,1
Slovakia,2020-09-16,Retail & recreation,6,1.1428571428571428
Slovakia,2020-09-17,Retail & recreation,2,0.8571428571428571
Slovakia,2020-09-18,Retail & recreation,1,0.42857142857142855
Slovakia,2020-09-19,Retail & recreation,-3,-0.14285714285714285
Slovakia,2020-09-20,Retail & recreation,8,-0.8571428571428571
Slovakia,2020-09-21,Retail & recreation,5,-2.857142857142857
Slovakia,2020-09-22,Retail & recreation,0,2.7142857142857144
Slovakia,2020-09-23,Retail & recreation,-5,1.1428571428571428
Slovakia,2020-09-24,Retail & recreation,-4,0.2857142857142857
Slovakia,2020-09-25,Retail & recreation,-12,-1.5714285714285714
Slovakia,2020-09-26,Retail & recreation,-15,-3.2857142857142856
Slovakia,2020-09-27,Retail & recreation,-6,-5.285714285714286
Slovakia,2020-09-28,Retail & recreation,-9,-7.285714285714286
Slovakia,2020-09-29,Retail & recreation,-8,-8.428571428571429
Slovakia,2020-09-30,Retail & recreation,-10,-9.142857142857142
Slovakia,2020-10-01,Retail & recreation,-15,-10.714285714285714
Slovakia,2020-10-02,Retail & recreation,-15,-11.142857142857142
Slovakia,2020-10-03,Retail & recreation,-20,-11.857142857142858
Slovakia,2020-10-04,Retail & recreation,-13,-12.857142857142858
Slovakia,2020-10-05,Retail & recreation,-11,-13.142857142857142
Slovakia,2020-10-06,Retail & recreation,-11,-13.571428571428571
Slovakia,2020-10-07,Retail & recreation,-13,-14
Slovakia,2020-10-08,Retail & recreation,-12,-13.571428571428571
Slovakia,2020-10-09,Retail & recreation,-13,-13.285714285714286
Slovakia,2020-10-10,Retail & recreation,-19,-13.142857142857142
Slovakia,2020-10-11,Retail & recreation,-21,-14.285714285714286
Slovakia,2020-10-12,Retail & recreation,-19,-15.428571428571429
Slovakia,2020-10-13,Retail & recreation,-24,-17.285714285714285
Slovakia,2020-10-14,Retail & recreation,-20,-18.285714285714285
Slovakia,2020-10-15,Retail & recreation,-30,-20.857142857142858
Slovakia,2020-10-16,Retail & recreation,-37,-24.285714285714285
Slovakia,2020-10-17,Retail & recreation,-39,-27.142857142857142
Slovakia,2020-10-18,Retail & recreation,-36,-29.285714285714285
Slovakia,2020-10-19,Retail & recreation,-28,-30.571428571428573
Slovakia,2020-10-20,Retail & recreation,-30,-31.428571428571427
Slovakia,2020-10-21,Retail & recreation,-30,-32.857142857142854
Slovakia,2020-10-22,Retail & recreation,-27,-32.42857142857143
Slovakia,2020-10-23,Retail & recreation,-21,-30.142857142857142
Slovakia,2020-10-24,Retail & recreation,-72,-34.857142857142854
Slovakia,2020-10-25,Retail & recreation,-72,-40
Slovakia,2020-10-26,Retail & recreation,-54,-43.714285714285715
Slovakia,2020-10-27,Retail & recreation,-55,-47.285714285714285
Slovakia,2020-10-28,Retail & recreation,-54,-50.714285714285715
Slovakia,2020-10-29,Retail & recreation,-57,-55
Slovakia,2020-10-30,Retail & recreation,-60,-60.57142857142857
Slovakia,2020-10-31,Retail & recreation,-53,-57.857142857142854
Slovakia,2020-11-01,Retail & recreation,-73,-58
Slovakia,2020-11-02,Retail & recreation,-40,-56
Slovakia,2020-11-03,Retail & recreation,-39,-53.714285714285715
Slovakia,2020-11-04,Retail & recreation,-41,-51.857142857142854
Slovakia,2020-11-05,Retail & recreation,-38,-49.142857142857146
Slovakia,2020-11-06,Retail & recreation,-39,-46.142857142857146
Slovakia,2020-11-07,Retail & recreation,-39,-44.142857142857146
Slovakia,2020-11-08,Retail & recreation,-36,-38.857142857142854
Slovakia,2020-11-09,Retail & recreation,-33,-37.857142857142854
Slovakia,2020-11-10,Retail & recreation,-34,-37.142857142857146
Slovakia,2020-11-11,Retail & recreation,-34,-36.142857142857146
Slovakia,2020-11-12,Retail & recreation,-33,-35.42857142857143
Slovakia,2020-11-13,Retail & recreation,-32,-34.42857142857143
Slovakia,2020-11-14,Retail & recreation,-36,-34
Slovakia,2020-11-15,Retail & recreation,-35,-33.857142857142854
Slovakia,2020-11-16,Retail & recreation,-16,-31.428571428571427
Slovakia,2020-11-17,Retail & recreation,-69,-36.42857142857143
Slovakia,2020-11-18,Retail & recreation,-24,-35
Slovakia,2020-11-19,Retail & recreation,-27,-34.142857142857146
Slovakia,2020-11-20,Retail & recreation,-29,-33.714285714285715
Slovakia,2020-11-21,Retail & recreation,-30,-32.857142857142854
Slovakia,2020-11-22,Retail & recreation,-30,-32.142857142857146
Slovakia,2020-11-23,Retail & recreation,-26,-33.57142857142857
Slovakia,2020-11-24,Retail & recreation,-28,-27.714285714285715
Slovakia,2020-11-25,Retail & recreation,-26,-28
Slovakia,2020-11-26,Retail & recreation,-27,-28
Slovakia,2020-11-27,Retail & recreation,-27,-27.714285714285715
Slovakia,2020-11-28,Retail & recreation,-29,-27.571428571428573
Slovakia,2020-11-29,Retail & recreation,-26,-27
Slovakia,2020-11-30,Retail & recreation,-22,-26.428571428571427
Slovakia,2020-12-01,Retail & recreation,-26,-26.142857142857142
Slovakia,2020-12-02,Retail & recreation,-25,-26
Slovakia,2020-12-03,Retail & recreation,-26,-25.857142857142858
Slovakia,2020-12-04,Retail & recreation,-26,-25.714285714285715
Austria,2020-02-15,Grocery & pharmacy,1,-21.428571428571427
Austria,2020-02-16,Grocery & pharmacy,21,-14.714285714285714
Austria,2020-02-17,Grocery & pharmacy,5,-10.857142857142858
Austria,2020-02-18,Grocery & pharmacy,5,-6.428571428571429
Austria,2020-02-19,Grocery & pharmacy,2,-2.5714285714285716
Austria,2020-02-20,Grocery & pharmacy,1,1.2857142857142858
Austria,2020-02-21,Grocery & pharmacy,4,5.571428571428571
Austria,2020-02-22,Grocery & pharmacy,3,5.857142857142857
Austria,2020-02-23,Grocery & pharmacy,23,6.142857142857143
Austria,2020-02-24,Grocery & pharmacy,10,6.857142857142857
Austria,2020-02-25,Grocery & pharmacy,10,7.571428571428571
Austria,2020-02-26,Grocery & pharmacy,10,8.714285714285714
Austria,2020-02-27,Grocery & pharmacy,7,9.571428571428571
Austria,2020-02-28,Grocery & pharmacy,9,10.285714285714286
Austria,2020-02-29,Grocery & pharmacy,3,10.285714285714286
Austria,2020-03-01,Grocery & pharmacy,8,8.142857142857142
Austria,2020-03-02,Grocery & pharmacy,6,7.571428571428571
Austria,2020-03-03,Grocery & pharmacy,4,6.714285714285714
Austria,2020-03-04,Grocery & pharmacy,5,6
Austria,2020-03-05,Grocery & pharmacy,3,5.428571428571429
Austria,2020-03-06,Grocery & pharmacy,3,4.571428571428571
Austria,2020-03-07,Grocery & pharmacy,0,4.142857142857143
Austria,2020-03-08,Grocery & pharmacy,14,5
Austria,2020-03-09,Grocery & pharmacy,4,4.714285714285714
Austria,2020-03-10,Grocery & pharmacy,10,5.571428571428571
Austria,2020-03-11,Grocery & pharmacy,17,7.285714285714286
Austria,2020-03-12,Grocery & pharmacy,24,10.285714285714286
Austria,2020-03-13,Grocery & pharmacy,46,16.428571428571427
Austria,2020-03-14,Grocery & pharmacy,-7,15.428571428571429
Austria,2020-03-15,Grocery & pharmacy,-32,8.857142857142858
Austria,2020-03-16,Grocery & pharmacy,-14,6.285714285714286
Austria,2020-03-17,Grocery & pharmacy,-32,0.2857142857142857
Austria,2020-03-18,Grocery & pharmacy,-30,-6.428571428571429
Austria,2020-03-19,Grocery & pharmacy,-29,-14
Austria,2020-03-20,Grocery & pharmacy,-28,-24.571428571428573
Austria,2020-03-21,Grocery & pharmacy,-39,-29.142857142857142
Austria,2020-03-22,Grocery & pharmacy,-69,-34.42857142857143
Austria,2020-03-23,Grocery & pharmacy,-31,-36.857142857142854
Austria,2020-03-24,Grocery & pharmacy,-32,-36.857142857142854
Austria,2020-03-25,Grocery & pharmacy,-34,-37.42857142857143
Austria,2020-03-26,Grocery & pharmacy,-31,-37.714285714285715
Austria,2020-03-27,Grocery & pharmacy,-26,-37.42857142857143
Austria,2020-03-28,Grocery & pharmacy,-31,-36.285714285714285
Austria,2020-03-29,Grocery & pharmacy,-64,-35.57142857142857
Austria,2020-03-30,Grocery & pharmacy,-31,-35.57142857142857
Austria,2020-03-31,Grocery & pharmacy,-24,-34.42857142857143
Austria,2020-04-01,Grocery & pharmacy,-30,-33.857142857142854
Austria,2020-04-02,Grocery & pharmacy,-29,-33.57142857142857
Austria,2020-04-03,Grocery & pharmacy,-25,-33.42857142857143
Austria,2020-04-04,Grocery & pharmacy,-30,-33.285714285714285
Austria,2020-04-05,Grocery & pharmacy,-55,-32
Austria,2020-04-06,Grocery & pharmacy,-26,-31.285714285714285
Austria,2020-04-07,Grocery & pharmacy,-24,-31.285714285714285
Austria,2020-04-08,Grocery & pharmacy,-21,-30
Austria,2020-04-09,Grocery & pharmacy,-15,-28
Austria,2020-04-10,Grocery & pharmacy,-16,-26.714285714285715
Austria,2020-04-11,Grocery & pharmacy,-27,-26.285714285714285
Austria,2020-04-12,Grocery & pharmacy,-54,-26.142857142857142
Austria,2020-04-13,Grocery & pharmacy,-94,-35.857142857142854
Austria,2020-04-14,Grocery & pharmacy,-16,-34.714285714285715
Austria,2020-04-15,Grocery & pharmacy,-20,-34.57142857142857
Austria,2020-04-16,Grocery & pharmacy,-18,-35
Austria,2020-04-17,Grocery & pharmacy,-16,-35
Austria,2020-04-18,Grocery & pharmacy,-21,-34.142857142857146
Austria,2020-04-19,Grocery & pharmacy,-53,-34
Austria,2020-04-20,Grocery & pharmacy,-24,-24
Austria,2020-04-21,Grocery & pharmacy,-21,-24.714285714285715
Austria,2020-04-22,Grocery & pharmacy,-21,-24.857142857142858
Austria,2020-04-23,Grocery & pharmacy,-18,-24.857142857142858
Austria,2020-04-24,Grocery & pharmacy,-17,-25
Austria,2020-04-25,Grocery & pharmacy,-19,-24.714285714285715
Austria,2020-04-26,Grocery & pharmacy,-36,-22.285714285714285
Austria,2020-04-27,Grocery & pharmacy,-22,-22
Austria,2020-04-28,Grocery & pharmacy,-18,-21.571428571428573
Austria,2020-04-29,Grocery & pharmacy,-12,-20.285714285714285
Austria,2020-04-30,Grocery & pharmacy,13,-15.857142857142858
Austria,2020-05-01,Grocery & pharmacy,-90,-26.285714285714285
Austria,2020-05-02,Grocery & pharmacy,4,-23
Austria,2020-05-03,Grocery & pharmacy,-32,-22.428571428571427
Austria,2020-05-04,Grocery & pharmacy,-8,-20.428571428571427
Austria,2020-05-05,Grocery & pharmacy,-8,-19
Austria,2020-05-06,Grocery & pharmacy,-5,-18
Austria,2020-05-07,Grocery & pharmacy,-5,-20.571428571428573
Austria,2020-05-08,Grocery & pharmacy,-2,-8
Austria,2020-05-09,Grocery & pharmacy,-2,-8.857142857142858
Austria,2020-05-10,Grocery & pharmacy,-25,-7.857142857142857
Austria,2020-05-11,Grocery & pharmacy,-16,-9
Austria,2020-05-12,Grocery & pharmacy,-9,-9.142857142857142
Austria,2020-05-13,Grocery & pharmacy,-10,-9.857142857142858
Austria,2020-05-14,Grocery & pharmacy,-9,-10.428571428571429
Austria,2020-05-15,Grocery & pharmacy,-11,-11.714285714285714
Austria,2020-05-16,Grocery & pharmacy,-13,-13.285714285714286
Austria,2020-05-17,Grocery & pharmacy,-18,-12.285714285714286
Austria,2020-05-18,Grocery & pharmacy,-11,-11.571428571428571
Austria,2020-05-19,Grocery & pharmacy,-7,-11.285714285714286
Austria,2020-05-20,Grocery & pharmacy,22,-6.714285714285714
Austria,2020-05-21,Grocery & pharmacy,-87,-17.857142857142858
Austria,2020-05-22,Grocery & pharmacy,2,-16
Austria,2020-05-23,Grocery & pharmacy,-12,-15.857142857142858
Austria,2020-05-24,Grocery & pharmacy,-20,-16.142857142857142
Austria,2020-05-25,Grocery & pharmacy,-9,-15.857142857142858
Austria,2020-05-26,Grocery & pharmacy,-8,-16
Austria,2020-05-27,Grocery & pharmacy,-8,-20.285714285714285
Austria,2020-05-28,Grocery & pharmacy,-6,-8.714285714285714
Austria,2020-05-29,Grocery & pharmacy,-1,-9.142857142857142
Austria,2020-05-30,Grocery & pharmacy,-2,-7.714285714285714
Austria,2020-05-31,Grocery & pharmacy,-21,-7.857142857142857
Austria,2020-06-01,Grocery & pharmacy,-86,-18.857142857142858
Austria,2020-06-02,Grocery & pharmacy,9,-16.428571428571427
Austria,2020-06-03,Grocery & pharmacy,-3,-15.714285714285714
Austria,2020-06-04,Grocery & pharmacy,-4,-15.428571428571429
Austria,2020-06-05,Grocery & pharmacy,-3,-15.714285714285714
Austria,2020-06-06,Grocery & pharmacy,-11,-17
Austria,2020-06-07,Grocery & pharmacy,-11,-15.571428571428571
Austria,2020-06-08,Grocery & pharmacy,-7,-4.285714285714286
Austria,2020-06-09,Grocery & pharmacy,-4,-6.142857142857143
Austria,2020-06-10,Grocery & pharmacy,18,-3.142857142857143
Austria,2020-06-11,Grocery & pharmacy,-85,-14.714285714285714
Austria,2020-06-12,Grocery & pharmacy,0,-14.285714285714286
Austria,2020-06-13,Grocery & pharmacy,-13,-14.571428571428571
Austria,2020-06-14,Grocery & pharmacy,-19,-15.714285714285714
Austria,2020-06-15,Grocery & pharmacy,-7,-15.714285714285714
Austria,2020-06-16,Grocery & pharmacy,-5,-15.857142857142858
Austria,2020-06-17,Grocery & pharmacy,-7,-19.428571428571427
Austria,2020-06-18,Grocery & pharmacy,-7,-8.285714285714286
Austria,2020-06-19,Grocery & pharmacy,-8,-9.428571428571429
Austria,2020-06-20,Grocery & pharmacy,-12,-9.285714285714286
Austria,2020-06-21,Grocery & pharmacy,-22,-9.714285714285714
Austria,2020-06-22,Grocery & pharmacy,-9,-10
Austria,2020-06-23,Grocery & pharmacy,-8,-10.428571428571429
Austria,2020-06-24,Grocery & pharmacy,-8,-10.571428571428571
Austria,2020-06-25,Grocery & pharmacy,-6,-10.428571428571429
Austria,2020-06-26,Grocery & pharmacy,-7,-10.285714285714286
Austria,2020-06-27,Grocery & pharmacy,-13,-10.428571428571429
Austria,2020-06-28,Grocery & pharmacy,3,-6.857142857142857
Austria,2020-06-29,Grocery & pharmacy,-8,-6.714285714285714
Austria,2020-06-30,Grocery & pharmacy,-3,-6
Austria,2020-07-01,Grocery & pharmacy,-4,-5.428571428571429
Austria,2020-07-02,Grocery & pharmacy,-3,-5
Austria,2020-07-03,Grocery & pharmacy,-1,-4.142857142857143
Austria,2020-07-04,Grocery & pharmacy,-11,-3.857142857142857
Austria,2020-07-05,Grocery & pharmacy,12,-2.5714285714285716
Austria,2020-07-06,Grocery & pharmacy,-3,-1.8571428571428572
Austria,2020-07-07,Grocery & pharmacy,1,-1.2857142857142858
Austria,2020-07-08,Grocery & pharmacy,-3,-1.1428571428571428
Austria,2020-07-09,Grocery & pharmacy,-5,-1.4285714285714286
Austria,2020-07-10,Grocery & pharmacy,-8,-2.4285714285714284
Austria,2020-07-11,Grocery & pharmacy,-8,-2
Austria,2020-07-12,Grocery & pharmacy,14,-1.7142857142857142
Austria,2020-07-13,Grocery & pharmacy,-5,-2
Austria,2020-07-14,Grocery & pharmacy,-5,-2.857142857142857
Austria,2020-07-15,Grocery & pharmacy,-2,-2.7142857142857144
Austria,2020-07-16,Grocery & pharmacy,-5,-2.7142857142857144
Austria,2020-07-17,Grocery & pharmacy,-7,-2.5714285714285716
Austria,2020-07-18,Grocery & pharmacy,-12,-3.142857142857143
Austria,2020-07-19,Grocery & pharmacy,14,-3.142857142857143
Austria,2020-07-20,Grocery & pharmacy,-6,-3.2857142857142856
Austria,2020-07-21,Grocery & pharmacy,-6,-3.4285714285714284
Austria,2020-07-22,Grocery & pharmacy,-4,-3.7142857142857144
Austria,2020-07-23,Grocery & pharmacy,-7,-4
Austria,2020-07-24,Grocery & pharmacy,-8,-4.142857142857143
Austria,2020-07-25,Grocery & pharmacy,-13,-4.285714285714286
Austria,2020-07-26,Grocery & pharmacy,17,-3.857142857142857
Austria,2020-07-27,Grocery & pharmacy,-6,-3.857142857142857
Austria,2020-07-28,Grocery & pharmacy,-9,-4.285714285714286
Austria,2020-07-29,Grocery & pharmacy,-4,-4.285714285714286
Austria,2020-07-30,Grocery & pharmacy,-6,-4.142857142857143
Austria,2020-07-31,Grocery & pharmacy,-7,-4
Austria,2020-08-01,Grocery & pharmacy,-14,-4.142857142857143
Austria,2020-08-02,Grocery & pharmacy,18,-4
Austria,2020-08-03,Grocery & pharmacy,-2,-3.4285714285714284
Austria,2020-08-04,Grocery & pharmacy,-4,-2.7142857142857144
Austria,2020-08-05,Grocery & pharmacy,-3,-2.5714285714285716
Austria,2020-08-06,Grocery & pharmacy,-7,-2.7142857142857144
Austria,2020-08-07,Grocery & pharmacy,-9,-3
Austria,2020-08-08,Grocery & pharmacy,-15,-3.142857142857143
Austria,2020-08-09,Grocery & pharmacy,22,-2.5714285714285716
Austria,2020-08-10,Grocery & pharmacy,-5,-3
Austria,2020-08-11,Grocery & pharmacy,-3,-2.857142857142857
Austria,2020-08-12,Grocery & pharmacy,-4,-3
Austria,2020-08-13,Grocery & pharmacy,-7,-3
Austria,2020-08-14,Grocery & pharmacy,15,0.42857142857142855
Austria,2020-08-15,Grocery & pharmacy,-84,-9.428571428571429
Austria,2020-08-16,Grocery & pharmacy,29,-8.428571428571429
Austria,2020-08-17,Grocery & pharmacy,3,-7.285714285714286
Austria,2020-08-18,Grocery & pharmacy,-2,-7.142857142857143
Austria,2020-08-19,Grocery & pharmacy,-6,-7.428571428571429
Austria,2020-08-20,Grocery & pharmacy,-10,-7.857142857142857
Austria,2020-08-21,Grocery & pharmacy,-12,-11.714285714285714
Austria,2020-08-22,Grocery & pharmacy,-16,-2
Austria,2020-08-23,Grocery & pharmacy,14,-4.142857142857143
Austria,2020-08-24,Grocery & pharmacy,-5,-5.285714285714286
Austria,2020-08-25,Grocery & pharmacy,-8,-6.142857142857143
Austria,2020-08-26,Grocery & pharmacy,-9,-6.571428571428571
Austria,2020-08-27,Grocery & pharmacy,-9,-6.428571428571429
Austria,2020-08-28,Grocery & pharmacy,-10,-6.142857142857143
Austria,2020-08-29,Grocery & pharmacy,-14,-5.857142857142857
Austria,2020-08-30,Grocery & pharmacy,-4,-8.428571428571429
Austria,2020-08-31,Grocery & pharmacy,-6,-8.571428571428571
Austria,2020-09-01,Grocery & pharmacy,-6,-8.285714285714286
Austria,2020-09-02,Grocery & pharmacy,-8,-8.142857142857142
Austria,2020-09-03,Grocery & pharmacy,-8,-8
Austria,2020-09-04,Grocery & pharmacy,-9,-7.857142857142857
Austria,2020-09-05,Grocery & pharmacy,-16,-8.142857142857142
Austria,2020-09-06,Grocery & pharmacy,-3,-8
Austria,2020-09-07,Grocery & pharmacy,-4,-7.714285714285714
Austria,2020-09-08,Grocery & pharmacy,-5,-7.571428571428571
Austria,2020-09-09,Grocery & pharmacy,-9,-7.714285714285714
Austria,2020-09-10,Grocery & pharmacy,-7,-7.571428571428571
Austria,2020-09-11,Grocery & pharmacy,-8,-7.428571428571429
Austria,2020-09-12,Grocery & pharmacy,-13,-7
Austria,2020-09-13,Grocery & pharmacy,7,-5.571428571428571
Austria,2020-09-14,Grocery & pharmacy,-5,-5.714285714285714
Austria,2020-09-15,Grocery & pharmacy,-5,-5.714285714285714
Austria,2020-09-16,Grocery & pharmacy,-6,-5.285714285714286
Austria,2020-09-17,Grocery & pharmacy,-8,-5.428571428571429
Austria,2020-09-18,Grocery & pharmacy,-8,-5.428571428571429
Austria,2020-09-19,Grocery & pharmacy,-14,-5.571428571428571
Austria,2020-09-20,Grocery & pharmacy,-2,-6.857142857142857
Austria,2020-09-21,Grocery & pharmacy,-8,-7.285714285714286
Austria,2020-09-22,Grocery & pharmacy,-8,-7.714285714285714
